date,open,high,low,close,volume
2019-06-18,6.503,8.137,6.503,8.137,397.0
2019-06-19,9.117,9.117,9.117,9.117,182.0
2019-06-20,10.195,10.195,10.195,10.195,179.0
2019-06-21,11.382,11.382,11.382,11.382,345.0
2019-06-24,12.686,12.686,12.686,12.686,1475.0
2019-06-25,14.121,14.121,14.121,14.121,1369.0
2019-06-26,15.699,15.699,15.699,15.699,876.0
2019-06-27,17.435,17.435,17.435,17.435,1216.0
2019-06-28,19.345,19.345,19.345,19.345,2826.0
2019-07-01,21.445,21.445,21.445,21.445,1582.0
2019-07-02,23.756,23.756,23.756,23.756,3060.0
2019-07-03,26.299,26.299,24.725,26.299,161987.0
2019-07-04,27.269,29.096,26.922,29.096,111315.0
2019-07-05,32.173,32.173,32.173,32.173,7626.0
2019-07-08,34.402,35.556,32.304,34.057,108731.0
2019-07-09,34.599,34.618,32.288,33.056,63720.0
2019-07-10,33.887,35.081,33.191,34.889,65946.0
2019-07-11,34.213,35.716,33.733,34.792,58898.0
2019-07-12,33.993,34.503,33.083,33.905,44076.0
2019-07-15,37.462,37.462,36.528,37.462,34861.0
2019-07-16,39.439,41.374,38.65,41.374,35118.0
2019-07-17,42.234,44.437,39.856,40.232,73053.0
2019-07-18,40.386,41.119,38.864,39.875,52733.0
2019-07-19,39.875,40.17,37.88,38.081,51856.0
2019-07-22,39.036,40.112,37.493,38.602,55322.0
2019-07-23,37.726,42.506,37.707,41.549,47116.0
2019-07-24,41.549,45.87,41.549,45.46,50178.0
2019-07-25,45.016,45.787,41.843,42.894,45041.0
2019-07-26,42.508,43.338,41.659,43.28,26249.0
2019-07-29,42.99,44.669,41.989,43.079,28637.0
2019-07-30,42.701,43.666,41.738,42.884,21310.0
2019-07-31,42.798,45.556,42.315,45.112,38955.0
2019-08-01,44.574,45.776,43.858,45.016,23151.0
2019-08-02,42.894,45.344,42.701,42.933,27988.0
2019-08-05,42.306,43.986,42.049,42.798,20456.0
2019-08-06,41.738,43.639,40.892,42.917,20364.0
2019-08-07,42.95,45.595,41.949,43.864,24952.0
2019-08-08,44.63,48.417,43.891,47.911,36979.0
2019-08-09,46.752,48.648,45.517,47.14,31112.0
2019-08-12,46.943,52.02,46.578,52.02,28310.0
2019-08-13,51.189,53.795,50.031,53.118,24619.0
2019-08-14,53.118,55.477,49.281,50.014,35952.0
2019-08-15,48.118,51.092,47.906,50.571,20799.0
2019-08-16,50.417,55.053,50.093,52.732,26129.0
2019-08-19,53.044,56.374,53.044,54.536,23366.0
2019-08-20,54.468,55.606,53.48,55.606,16020.0
2019-08-21,55.24,59.59,54.468,58.75,23097.0
2019-08-22,58.521,59.715,54.082,55.346,26686.0
2019-08-23,54.856,55.951,53.739,55.195,17850.0
2019-08-26,54.084,55.394,53.06,54.57,15352.0
2019-08-27,55.24,56.681,53.889,55.317,16434.0
2019-08-28,55.047,57.902,54.661,57.105,19909.0
2019-08-29,57.747,60.718,57.111,60.062,19454.0
2019-08-30,58.125,59.966,56.789,56.976,31179.0
2019-09-02,56.787,62.57,56.598,62.184,24349.0
2019-09-03,61.644,63.689,60.816,62.956,19042.0
2019-09-04,62.763,65.633,60.708,61.991,20434.0
2019-09-05,61.991,63.631,60.834,61.49,16642.0
2019-09-06,61.162,61.522,57.207,59.848,23325.0
2019-09-09,60.043,65.093,59.098,64.962,26126.0
2019-09-10,64.146,65.483,62.377,64.287,18571.0
2019-09-11,64.686,65.575,62.184,63.438,16051.0
2019-09-12,63.689,65.166,62.014,63.598,12286.0
2019-09-16,63.341,65.072,62.383,64.113,12781.0
2019-09-17,64.304,65.054,61.627,62.85,15043.0
2019-09-18,62.956,64.113,60.448,63.303,17813.0
2019-09-19,62.217,66.212,61.991,64.846,19173.0
2019-09-20,64.52,67.745,64.304,66.731,18257.0
2019-09-23,66.609,73.147,65.868,72.792,21246.0
2019-09-24,72.032,75.488,71.638,72.612,17988.0
2019-09-25,71.935,73.179,69.516,71.578,13987.0
2019-09-26,71.443,73.459,64.981,65.6,27925.0
2019-09-27,65.849,72.307,65.656,72.307,28602.0
2019-09-30,72.408,73.623,68.453,70.855,16912.0
2019-10-08,69.611,72.022,63.623,63.623,30703.0
2019-10-09,61.036,64.692,59.001,63.241,25572.0
2019-10-10,62.199,67.41,61.416,66.871,22959.0
2019-10-11,67.103,69.609,66.042,68.806,19457.0
2019-10-14,71.829,74.497,71.254,72.311,24705.0
2019-10-15,72.169,74.761,69.622,72.504,22273.0
2019-10-16,72.369,72.699,69.921,70.643,14337.0
2019-10-17,70.865,71.733,69.902,71.003,9299.0
2019-10-18,71.027,72.022,70.132,70.652,13292.0
2019-10-21,69.514,69.802,64.885,67.986,16888.0
2019-10-22,68.37,71.636,68.368,71.154,16644.0
2019-10-23,71.443,71.443,67.585,68.893,13493.0
2019-10-24,67.585,69.086,65.589,66.574,13034.0
2019-10-25,66.814,68.936,65.714,67.979,12253.0
2019-10-28,66.814,71.067,66.621,70.421,15157.0
2019-10-29,69.834,70.652,67.199,69.225,17043.0
2019-10-30,68.357,73.667,67.392,71.339,21495.0
2019-10-31,70.992,72.215,70.288,71.003,11551.0
2019-11-01,67.971,70.286,67.585,68.926,17346.0
2019-11-04,68.457,71.482,67.778,70.71,18607.0
2019-11-05,69.9,77.929,69.707,77.929,27076.0
2019-11-06,77.907,78.922,74.414,75.301,21628.0
2019-11-07,75.103,79.275,74.103,77.333,17861.0
2019-11-08,77.809,79.323,76.787,76.844,13957.0
2019-11-11,76.075,79.738,75.317,78.637,14504.0
2019-11-12,78.399,79.352,76.36,79.352,11915.0
2019-11-13,78.777,86.297,78.77,83.5,20689.0
2019-11-14,84.078,86.625,82.867,84.657,14181.0
2019-11-15,84.136,86.659,83.509,84.574,13307.0
2019-11-18,83.21,85.324,79.406,83.5,21444.0
2019-11-19,82.622,84.368,81.895,83.943,14103.0
2019-11-20,83.943,84.454,82.095,82.824,11035.0
2019-11-21,82.053,83.017,80.51,81.131,11394.0
2019-11-22,81.829,83.307,76.173,77.213,20787.0
2019-11-25,77.427,79.254,75.321,77.327,16315.0
2019-11-26,77.932,79.092,76.844,78.075,10568.0
2019-11-27,77.23,81.605,76.652,80.895,14984.0
2019-11-28,79.931,81.088,79.227,79.63,8349.0
2019-11-29,79.545,80.12,76.59,78.019,11064.0
2019-12-02,77.713,79.584,76.846,78.312,9176.0
2019-12-03,77.606,82.441,76.69,81.897,15594.0
2019-12-04,81.281,83.38,80.409,81.31,12606.0
2019-12-05,81.052,83.837,81.05,81.86,14332.0
2019-12-06,81.727,82.188,79.78,80.596,12864.0
2019-12-09,80.895,82.759,80.51,81.125,11259.0
2019-12-10,80.51,82.564,78.947,82.244,13949.0
2019-12-11,82.039,85.292,81.486,82.439,14943.0
2019-12-12,83.403,84.561,82.632,83.316,13034.0
2019-12-13,83.596,85.178,82.439,85.178,14928.0
2019-12-16,85.321,90.324,85.178,89.877,17019.0
2019-12-17,88.827,90.903,88.827,89.788,9999.0
2019-12-18,89.192,89.642,87.261,88.229,9901.0
2019-12-19,88.229,88.229,79.931,81.852,22791.0
2019-12-20,81.839,83.403,80.338,81.696,12502.0
2019-12-23,77.616,80.872,77.109,79.358,14968.0
2019-12-24,79.771,80.606,78.542,80.322,9339.0
2019-12-25,79.642,82.99,79.642,80.799,17036.0
2019-12-26,80.317,81.378,77.23,79.829,14164.0
2019-12-27,79.159,79.738,77.836,78.735,10207.0
2019-12-30,78.388,80.51,77.269,79.26,11743.0
2019-12-31,79.148,79.738,76.092,77.687,14985.0
2020-01-02,78.175,79.352,76.461,77.55,16606.0
2020-01-03,77.533,77.533,69.647,74.761,36118.0
2020-01-06,71.925,74.819,71.468,73.179,18447.0
2020-01-07,73.179,73.546,70.865,71.441,16701.0
2020-01-08,71.443,78.002,70.865,77.385,28260.0
2020-01-09,76.316,78.561,75.687,78.118,16726.0
2020-01-10,78.148,83.148,78.148,80.78,22457.0
2020-01-13,80.722,85.797,80.722,85.332,20276.0
2020-01-14,87.84,88.419,80.702,82.039,21099.0
2020-01-15,81.667,82.632,79.738,82.194,13278.0
2020-01-16,81.667,81.841,79.543,80.567,14699.0
2020-01-17,80.747,81.86,80.124,80.874,10447.0
2020-01-20,80.895,85.486,80.259,85.486,17490.0
2020-01-21,84.175,86.306,83.133,86.258,13666.0
2020-01-22,85.344,93.048,82.458,90.664,20168.0
2020-01-23,89.381,94.013,85.679,88.997,16431.0
2020-02-03,79.95,79.95,79.95,79.95,3178.0
2020-02-04,77.616,83.77,77.616,80.895,20299.0
2020-02-05,81.91,81.91,75.301,76.034,31429.0
2020-02-06,74.53,80.702,73.951,79.912,23035.0
2020-02-07,78.966,81.472,78.687,81.088,14714.0
2020-02-10,80.317,80.702,77.028,77.963,20315.0
2020-02-11,77.616,80.851,77.23,79.584,14202.0
2020-02-12,78.87,81.273,78.773,79.352,13017.0
2020-02-13,79.128,87.435,78.505,87.435,33444.0
2020-02-14,87.454,92.18,85.934,87.842,25838.0
2020-02-17,89.574,92.207,88.251,90.731,19578.0
2020-02-18,90.888,99.952,90.348,99.8,18417.0
2020-02-19,97.099,104.429,95.363,98.835,17468.0
2020-02-20,97.138,107.516,97.138,104.832,16735.0
2020-02-21,104.603,115.425,103.982,115.037,16808.0
2020-02-24,111.916,125.726,110.602,123.912,20688.0
2020-02-25,118.704,130.965,112.34,128.758,25299.0
2020-02-26,128.137,137.03,117.9,121.983,30796.0
2020-02-27,123.912,126.613,110.023,111.567,34067.0
2020-02-28,105.008,118.12,101.381,110.988,32957.0
2020-03-02,112.724,114.653,105.789,111.094,21193.0
2020-03-03,112.435,120.054,111.181,112.917,22109.0
2020-03-04,111.374,112.915,102.886,109.425,26468.0
2020-03-05,111.354,112.059,104.921,107.902,17912.0
2020-03-06,105.415,110.023,105.415,107.13,13741.0
2020-03-09,104.429,106.042,96.906,97.435,18159.0
2020-03-10,94.182,103.941,94.182,103.291,23252.0
2020-03-11,103.077,103.876,97.871,98.147,15419.0
2020-03-12,97.201,99.422,95.581,96.927,12592.0
2020-03-13,93.434,100.548,92.275,98.835,18977.0
2020-03-16,98.837,98.837,89.383,90.002,19589.0
2020-03-17,91.833,94.013,84.574,90.531,18264.0
2020-03-18,90.54,94.881,89.842,91.079,16946.0
2020-03-19,90.733,94.206,89.341,93.243,15847.0
2020-03-20,94.398,94.757,89.767,90.733,13170.0
2020-03-23,86.49,88.226,81.972,82.67,19391.0
2020-03-24,84.561,85.718,79.732,84.175,15080.0
2020-03-25,87.647,87.801,84.669,86.21,13894.0
2020-03-26,85.905,90.303,84.362,87.55,13592.0
2020-03-27,89.125,89.962,84.946,84.95,11147.0
2020-03-30,81.692,82.61,77.944,80.336,16409.0
2020-03-31,82.051,82.554,79.715,80.702,11017.0
2020-04-01,80.589,84.713,80.22,82.207,13547.0
2020-04-02,81.999,90.575,81.686,90.575,23038.0
2020-04-03,92.277,99.35,91.333,97.475,29791.0
2020-04-07,98.066,102.115,97.52,99.221,19060.0
2020-04-08,102.269,107.516,98.289,100.185,27341.0
2020-04-09,99.78,100.816,96.906,99.452,16275.0
2020-04-10,98.835,99.41,91.773,92.508,20883.0
2020-04-13,91.121,92.508,86.682,87.17,20112.0
2020-04-14,88.569,90.459,87.433,89.981,15227.0
2020-04-15,90.54,97.581,89.383,94.551,24659.0
2020-04-16,91.951,101.468,91.762,100.378,25630.0
2020-04-17,102.693,106.165,99.032,99.993,28172.0
2020-04-20,99.993,102.307,98.04,100.535,16573.0
2020-04-21,99.09,101.956,97.875,101.864,15887.0
2020-04-22,100.162,102.057,99.343,101.152,12215.0
2020-04-23,100.957,101.729,98.359,98.392,13834.0
2020-04-24,98.449,100.031,96.135,97.576,10999.0
2020-04-27,98.044,99.267,95.577,98.799,10987.0
2020-04-28,100.571,108.826,99.8,108.826,33718.0
2020-04-29,108.48,111.528,106.528,110.612,24709.0
2020-04-30,112.282,121.821,110.807,121.522,26555.0
2020-05-06,120.583,126.806,120.052,124.877,23305.0
2020-05-07,124.298,124.684,118.125,121.167,21749.0
2020-05-08,122.369,126.902,121.985,123.43,17012.0
2020-05-11,123.53,127.385,120.976,124.024,14788.0
2020-05-12,123.912,126.574,119.796,124.366,15452.0
2020-05-13,125.07,127.361,122.186,126.034,15042.0
2020-05-14,125.648,127.385,122.927,122.927,16669.0
2020-05-15,123.719,134.715,122.377,131.484,24944.0
2020-05-18,132.097,132.786,118.189,118.189,36070.0
2020-05-19,118.125,124.238,115.587,123.797,26823.0
2020-05-20,124.873,124.873,111.414,114.265,33459.0
2020-05-21,112.927,115.621,109.04,111.142,21799.0
2020-05-22,109.858,111.522,104.622,106.816,21198.0
2020-05-25,105.971,106.744,103.079,105.756,12880.0
2020-05-26,106.167,111.951,106.167,111.607,20316.0
2020-05-27,110.409,110.579,104.622,105.351,17207.0
2020-05-28,103.66,108.029,102.307,107.709,15763.0
2020-05-29,106.551,107.286,103.658,104.356,12194.0
2020-06-01,106.551,110.407,105.267,109.045,22252.0
2020-06-02,109.076,109.622,105.587,108.581,17777.0
2020-06-03,108.671,109.445,105.893,106.746,17531.0
2020-06-04,106.165,106.318,104.622,105.118,9528.0
2020-06-05,105.637,110.023,105.637,108.59,16640.0
2020-06-08,109.445,112.145,108.673,110.444,15773.0
2020-06-09,110.448,118.048,108.193,117.209,21025.0
2020-06-10,116.023,118.085,113.789,117.803,16638.0
2020-06-11,116.582,118.083,114.566,115.097,14568.0
2020-06-12,111.569,120.054,111.013,119.765,21358.0
2020-06-15,117.932,118.509,115.54,115.826,16366.0
2020-06-16,116.862,118.06,106.937,111.37,24261.0
2020-06-17,110.054,111.696,107.902,109.8,12301.0
2020-06-18,111.779,120.926,111.376,120.926,26211.0
2020-06-19,121.212,121.578,118.588,118.897,23306.0
2020-06-22,121.075,123.654,117.657,122.909,24826.0
2020-06-23,122.948,125.101,120.44,124.684,20560.0
2020-06-24,124.879,137.107,124.879,136.036,29643.0
2020-06-29,130.087,131.241,123.912,131.013,33156.0
2020-06-30,131.831,143.122,129.969,139.612,49687.0
2020-07-01,140.733,146.213,138.06,141.001,49548.0
2020-07-02,140.99,142.643,138.331,139.466,31094.0
2020-07-03,134.831,138.924,132.4,137.921,34416.0
2020-07-06,139.344,145.594,135.49,144.219,56248.0
2020-07-07,145.247,158.719,144.9,151.15,51505.0
2020-07-08,151.081,154.799,148.025,152.949,35046.0
2020-07-09,151.358,158.438,151.219,153.383,43448.0
2020-07-10,158.442,168.164,158.442,164.209,51789.0
2020-07-13,162.959,169.379,161.567,168.876,42089.0
2020-07-14,169.9,185.178,165.039,179.938,51746.0
2020-07-15,177.018,184.782,171.365,174.761,52496.0
