date,open,high,low,close,volume
2016-09-01,8.049,8.269,7.999,8.159,20402.0
2016-09-02,8.159,8.159,7.749,7.799,32931.0
2016-09-05,7.799,7.929,7.569,7.609,21975.0
2016-09-06,7.529,7.819,7.379,7.819,25289.0
2016-09-07,7.629,7.879,7.629,7.659,16328.0
2016-09-08,7.659,8.039,7.419,7.949,26432.0
2016-09-09,7.999,8.009,7.849,7.869,15395.0
2016-09-12,7.549,7.709,7.359,7.369,25056.0
2016-09-13,7.419,7.579,7.329,7.409,11313.0
2016-09-14,7.399,7.499,7.019,7.369,9898.0
2016-09-19,7.369,7.599,7.369,7.589,13301.0
2016-09-20,7.839,7.869,7.559,7.589,10529.0
2016-09-21,7.669,7.669,7.289,7.559,9311.0
2016-09-22,7.679,7.679,7.459,7.459,11132.0
2016-09-23,7.459,7.509,7.359,7.369,9806.0
2016-09-26,7.369,7.419,6.849,6.889,25006.0
2016-09-27,7.069,7.069,6.719,6.929,16746.0
2016-09-28,7.479,7.479,7.189,7.249,18211.0
2016-09-29,7.249,7.379,7.129,7.189,12795.0
2016-09-30,7.219,7.389,7.139,7.369,13799.0
2016-10-10,7.499,7.599,7.259,7.519,18054.0
2016-10-11,7.439,7.549,7.429,7.499,14780.0
2016-10-12,7.519,7.519,7.119,7.269,19088.0
2016-10-13,7.189,7.409,7.169,7.219,12900.0
2016-10-14,7.249,7.539,7.249,7.389,14520.0
2016-10-17,7.389,7.579,7.219,7.319,19060.0
2016-10-18,7.309,7.509,7.249,7.369,12933.0
2016-10-19,7.369,7.549,7.289,7.539,24441.0
2016-10-20,7.539,7.569,7.359,7.429,12611.0
2016-10-21,7.369,7.559,7.359,7.459,18731.0
2016-10-24,7.429,7.619,7.429,7.519,18555.0
2016-10-25,7.519,7.679,7.449,7.519,18367.0
2016-10-26,7.579,8.319,7.539,7.899,54062.0
2016-10-27,7.729,8.049,7.729,7.999,23158.0
2016-10-28,7.919,8.519,7.919,8.339,53604.0
2016-10-31,8.339,8.439,7.869,8.109,33828.0
2016-11-01,8.109,8.289,7.919,8.069,20126.0
2016-11-02,8.099,8.179,7.869,7.919,21115.0
2016-11-03,7.769,8.059,7.769,7.869,23321.0
2016-11-04,7.869,8.029,7.749,7.899,14711.0
2016-11-07,7.809,7.939,7.619,7.719,18628.0
2016-11-08,7.849,7.959,7.619,7.689,15515.0
2016-11-09,7.769,7.829,7.529,7.769,33545.0
2016-11-10,7.799,7.909,7.689,7.769,29302.0
2016-11-11,7.769,7.819,7.599,7.659,32679.0
2016-11-14,7.649,7.769,7.569,7.609,28975.0
2016-11-15,7.589,7.689,7.549,7.669,19061.0
2016-11-16,7.669,7.949,7.599,7.879,37906.0
2016-11-17,7.869,7.979,7.729,7.789,18749.0
2016-11-18,7.809,7.869,7.669,7.679,20399.0
2016-11-21,7.619,7.709,7.599,7.649,19068.0
2016-11-22,7.649,7.769,7.529,7.669,24146.0
2016-11-23,7.709,7.709,7.429,7.519,18901.0
2016-11-24,7.489,7.589,7.429,7.479,11511.0
2016-11-25,7.439,7.529,7.319,7.479,17283.0
2016-11-28,7.499,7.789,7.419,7.659,24101.0
2016-11-29,7.609,7.669,7.449,7.499,12797.0
2016-11-30,7.499,7.629,7.449,7.529,11746.0
2016-12-01,7.589,7.599,7.419,7.489,11598.0
2016-12-02,7.509,7.509,7.259,7.259,17611.0
2016-12-05,7.089,7.289,6.929,7.119,20559.0
2016-12-06,7.239,7.239,7.069,7.109,7345.0
2016-12-07,7.119,7.159,7.019,7.149,12661.0
2016-12-08,7.139,7.199,7.089,7.149,11247.0
2016-12-09,7.169,7.209,7.069,7.119,8931.0
2016-12-12,7.319,7.319,6.519,6.619,24061.0
2016-12-13,6.619,6.819,6.519,6.659,9872.0
2016-12-14,6.679,6.809,6.679,6.709,8267.0
2016-12-15,6.769,7.209,6.679,7.049,17203.0
2016-12-16,7.259,7.259,7.059,7.099,7232.0
2016-12-19,7.139,7.139,6.949,6.989,11514.0
2016-12-20,6.919,7.069,6.829,6.979,8899.0
2016-12-21,6.919,6.989,6.849,6.919,11905.0
2016-12-22,6.939,6.939,6.799,6.819,10462.0
2016-12-23,6.869,6.869,6.509,6.659,12795.0
