date,open,high,low,close,volume
2016-11-03,4.28,4.452,4.237,4.33,121033.0
2016-11-04,4.33,4.416,4.273,4.316,71033.0
2016-11-07,4.316,4.359,4.266,4.287,63239.0
2016-11-08,4.33,4.395,4.309,4.366,63741.0
2016-11-09,4.395,4.395,4.173,4.216,104144.0
2016-11-10,4.323,4.373,4.266,4.345,76889.0
2016-11-11,4.438,4.438,4.266,4.373,105235.0
2016-11-14,4.395,4.517,4.352,4.517,140147.0
2016-11-15,4.524,4.552,4.416,4.552,124211.0
2016-11-16,4.567,4.667,4.531,4.567,140773.0
2016-11-17,4.531,4.552,4.416,4.481,88199.0
2016-11-18,4.509,4.517,4.423,4.445,73359.0
2016-11-21,4.452,4.459,4.338,4.38,75788.0
2016-11-22,4.409,4.474,4.366,4.474,104787.0
2016-11-23,4.502,4.531,4.388,4.402,97526.0
2016-11-24,4.402,4.452,4.259,4.273,93342.0
2016-11-25,4.28,4.431,4.201,4.431,102881.0
2016-11-28,4.466,4.502,4.373,4.416,86540.0
2016-11-29,4.38,4.431,4.338,4.352,101988.0
2016-11-30,4.33,4.481,4.316,4.373,82524.0
2016-12-01,4.395,4.524,4.373,4.502,113583.0
2016-12-02,4.517,4.524,4.287,4.316,96550.0
2016-12-05,4.266,4.445,4.237,4.323,76723.0
2016-12-06,4.338,4.38,4.201,4.244,69508.0
2016-12-07,4.252,4.287,4.216,4.28,53032.0
2016-12-08,4.273,4.295,4.18,4.194,65010.0
2016-12-09,4.194,4.23,4.037,4.051,95118.0
2016-12-12,4.065,4.08,3.456,3.492,153311.0
2016-12-13,3.492,3.535,3.442,3.478,67461.0
2016-12-14,3.485,3.521,3.299,3.32,72646.0
2016-12-15,3.313,3.471,3.284,3.37,68683.0
2016-12-16,3.385,3.507,3.378,3.442,54566.0
2016-12-19,3.478,3.478,3.356,3.435,64243.0
2016-12-20,3.456,3.456,3.385,3.406,34304.0
2016-12-21,3.449,3.464,3.399,3.428,48768.0
2016-12-22,3.435,3.442,3.378,3.413,48108.0
2016-12-23,3.413,3.464,3.363,3.413,57170.0
2016-12-26,3.37,3.435,3.284,3.435,53155.0
2016-12-27,3.435,3.456,3.399,3.399,30662.0
2016-12-28,3.406,3.435,3.385,3.406,31676.0
2016-12-29,3.392,3.485,3.385,3.428,50047.0
2016-12-30,3.471,3.721,3.435,3.65,144547.0
2017-01-03,3.65,3.671,3.571,3.6,66125.0
2017-01-04,3.643,3.686,3.557,3.664,83009.0
2017-01-05,3.664,3.678,3.578,3.6,55892.0
2017-01-06,3.6,3.6,3.478,3.478,62243.0
