date,open,high,low,close,volume
2016-11-03,37.907,39.843,37.479,38.621,77675.0
2016-11-04,38.55,38.814,36.764,37.05,56487.0
2016-11-07,37.064,37.586,36.279,36.407,38356.0
2016-11-08,36.764,37.514,36.35,36.807,36586.0
2016-11-09,37.264,37.264,35.479,36.05,43145.0
2016-11-10,36.764,37.864,36.371,37.557,60353.0
2016-11-11,37.557,38.55,36.871,38.536,81532.0
2016-11-14,38.621,40.35,38.55,38.586,100609.0
2016-11-15,38.443,39.207,37.85,38.679,61232.0
2016-11-16,38.764,40.122,38.55,38.586,63977.0
2016-11-17,38.193,38.379,37.129,37.443,51191.0
2016-11-18,37.45,37.8,37.036,37.264,36471.0
2016-11-21,37.157,37.814,36.914,37.271,29697.0
2016-11-22,37.193,38.979,36.907,38.7,61719.0
2016-11-23,38.621,39.25,37.979,38.264,64859.0
2016-11-24,37.943,38.514,37.55,37.729,43296.0
2016-11-25,37.371,37.943,36.657,37.821,37343.0
2016-11-28,39.3,40.393,38.193,38.536,108743.0
2016-11-29,37.893,39.621,37.829,39.05,74475.0
2016-11-30,38.836,44.314,38.536,42.6,258350.0
2016-12-01,41.572,42.607,41.264,42.6,128409.0
2016-12-02,42.229,44.229,41.757,42.122,119801.0
2016-12-05,41.322,44.172,40.872,42.329,87250.0
2016-12-06,42.329,42.743,39.979,40.107,83800.0
2016-12-07,40.207,40.55,39.05,39.972,67384.0
2016-12-08,39.7,40.186,39.121,39.279,48319.0
2016-12-09,39.25,39.9,38.907,38.964,63304.0
2016-12-12,38.629,38.8,35.05,35.229,119263.0
2016-12-13,35.15,36.157,33.9,35.55,56944.0
2016-12-14,35.407,36.371,35.05,35.557,37270.0
2016-12-15,35.393,36.479,35.107,36.036,44575.0
2016-12-16,35.929,38.693,35.721,37.457,62411.0
2016-12-19,37.036,37.05,35.914,36.364,38186.0
2016-12-20,36.214,37.086,35.629,35.971,34755.0
2016-12-21,36.479,37.036,35.907,36.279,29125.0
2016-12-22,36.214,36.393,35.45,35.907,24574.0
2016-12-23,35.821,36.043,34.021,34.264,46624.0
2016-12-26,34.3,35.379,33.557,35.314,38451.0
2016-12-27,35.264,35.864,34.821,35.336,25203.0
2016-12-28,35.05,35.543,35.029,35.357,24213.0
2016-12-29,35.757,36.671,35.229,36.221,48747.0
2016-12-30,36.221,36.643,35.336,35.536,30942.0
2017-01-03,35.871,37.443,35.843,36.664,36836.0
2017-01-04,36.421,38.621,36.407,38.229,72068.0
2017-01-05,38.229,38.407,37.436,37.836,38574.0
2017-01-06,37.836,37.979,36.836,37.321,29243.0
2017-01-09,37.414,38.371,37.014,37.829,38595.0
2017-01-10,37.621,38.764,37.171,37.814,41730.0
2017-01-11,37.514,38.121,36.907,36.986,31555.0
2017-01-12,37.093,37.221,35.5,35.521,46559.0
2017-01-13,35.529,35.636,34.1,34.393,54248.0
2017-01-16,34.264,35.271,32.836,33.864,59700.0
2017-01-17,33.479,35.729,33.45,35.321,57605.0
2017-01-18,34.764,35.514,34.707,34.921,29747.0
2017-01-19,34.971,35.721,34.393,35.414,36739.0
2017-01-20,35.436,36.621,34.893,36.086,50014.0
2017-01-23,36.086,36.486,35.764,36.271,24516.0
2017-01-24,35.986,36.321,35.321,35.607,21600.0
2017-01-25,35.55,36.371,35.336,36.25,21580.0
2017-01-26,36.407,38.464,36.271,38.107,73086.0
2017-02-03,37.836,38.05,36.943,37.157,24024.0
2017-02-06,37.121,38.55,37.107,38.307,38405.0
2017-02-07,38.014,38.407,37.129,37.829,34171.0
2017-02-08,37.829,38.836,37.371,38.693,46463.0
2017-02-09,38.529,38.743,38.107,38.314,40523.0
2017-02-10,35.693,36.493,34.993,35.707,131319.0
2017-02-13,35.729,36.893,33.986,35.586,107242.0
2017-02-14,35.336,35.336,34.336,34.6,78459.0
2017-02-15,34.621,35.286,34.564,34.729,46777.0
2017-02-16,34.621,35.079,34.586,35.079,31684.0
2017-02-17,35.057,35.886,34.907,35.1,38821.0
2017-02-20,34.836,34.979,33.693,34.979,55399.0
2017-02-21,34.836,35.829,34.693,35.479,59910.0
2017-02-22,35.45,35.736,34.893,35.436,39158.0
2017-02-23,35.514,35.6,34.921,35.293,33557.0
2017-02-24,35.4,36.05,35.264,35.529,42286.0
2017-02-27,35.864,36.086,35.029,35.507,55710.0
2017-02-28,35.336,35.807,35.336,35.55,24991.0
2017-03-01,35.593,35.864,35.336,35.379,35552.0
2017-03-02,35.393,35.607,34.679,34.757,35120.0
2017-03-03,34.693,35.036,34.264,34.9,35660.0
2017-03-06,34.907,35.443,34.857,35.157,47590.0
2017-03-07,35.229,35.45,34.764,35.336,59949.0
2017-03-08,35.329,35.443,34.779,34.921,32094.0
2017-03-09,35.121,35.121,34.55,34.636,24984.0
2017-03-10,34.679,34.886,34.471,34.593,23499.0
2017-03-13,34.757,35.336,34.057,35.157,59591.0
2017-03-14,35.336,35.393,34.857,34.907,33828.0
2017-03-15,34.979,35.336,34.679,34.979,30163.0
2017-03-16,34.986,35.536,34.971,35.379,41970.0
2017-03-17,35.5,37.471,35.321,35.657,112622.0
2017-03-20,35.643,36.0,35.193,35.543,44852.0
2017-03-21,35.571,35.721,35.143,35.379,32872.0
2017-03-22,35.014,35.221,34.793,35.014,32862.0
2017-03-23,35.229,35.321,34.564,34.979,30922.0
2017-03-24,34.943,35.321,34.621,35.157,34293.0
2017-03-27,35.05,35.114,34.714,34.779,24748.0
2017-03-28,34.8,35.007,34.679,34.807,20654.0
2017-03-29,34.821,34.979,34.2,34.207,30495.0
2017-03-30,34.207,34.55,33.05,33.2,36831.0
2017-03-31,33.336,33.686,32.014,32.307,52786.0
2017-04-05,32.336,33.479,32.321,33.286,32836.0
2017-04-06,33.171,33.371,32.657,32.786,28287.0
2017-04-07,32.771,32.8,32.421,32.5,22053.0
2017-04-10,32.507,32.686,31.05,31.293,48487.0
2017-04-11,31.25,31.907,31.207,31.55,30048.0
2017-04-12,31.55,32.236,31.05,31.907,32292.0
2017-04-13,31.693,32.193,31.55,32.15,18689.0
2017-04-14,32.15,32.179,31.057,31.343,24147.0
2017-04-17,31.164,31.6,30.836,31.243,18266.0
2017-04-18,31.193,31.607,31.164,31.321,16049.0
