date,open,high,low,close,volume
2025-03-07,103.32705880414825,104.0517976935561,103.01645642297346,103.53412705826479,4428261
2025-03-10,104.14670172603272,104.87718961389065,103.83363548837931,104.35541255113499,1944101
2025-03-11,105.11113673699417,105.84838919907727,104.7951713961014,105.32178029758934,3893405
2025-03-12,104.84527965600044,105.58066738905855,104.53011348468982,105.05539043687419,4551831
2025-03-13,104.23530308643623,104.96641242672185,103.92197051202811,104.44419146937499,1574847
2025-03-14,104.71035290751746,105.44479426057619,104.39559232763514,104.92019329410567,1479933
2025-03-17,104.62651934214078,105.36037268421991,104.312010766964,104.83619172559196,4183499
2025-03-18,102.96761338787347,103.68983111704692,102.65809150394199,103.17396131049446,1205647
2025-03-19,104.99610239880703,105.73254800681467,104.68048285251803,105.20651542966635,4179575
2025-03-20,104.82985404337875,105.56513358075713,104.51473424164514,105.03993391120115,1131108
2025-03-21,104.24887269557111,104.98007721347591,103.93549933075477,104.45778827211534,4663166
2025-03-24,105.61556768301627,106.35635823790714,105.29808601663444,105.8272221272708,1300577
2025-03-25,104.94459333865167,105.68067766066625,104.62912862921685,105.15490314494156,1177208
2025-03-26,105.67597713174766,106.4171914002068,105.3583138738366,105.8877526370217,1384388
2025-03-27,105.50017159104964,106.2401527545139,105.1830368067078,105.71159478061085,4207452
2025-03-28,106.92125298279323,107.6712016510092,106.59984641070066,107.13552403085494,1938942
2025-03-31,103.38255569529711,104.1076838414565,103.07178648980023,103.58973516562837,4226647
2025-04-01,104.1752447691755,104.90593285873885,103.86209273079122,104.38401279476504,2151846
2025-04-02,102.90023074576109,103.62197585119226,102.590911414862,103.10644363302714,3984417
2025-04-03,103.83660992580735,104.56492282107853,103.52447582783398,104.04469932445626,4877756
2025-04-04,100.10328497845822,100.80541222780612,99.80237330016627,100.3038927639862,1858434
2025-04-07,99.24069535597243,99.93677237750731,98.9423766324575,99.4395745049824,4208949
2025-04-08,100.196004910917,100.8987825004725,99.8948145153932,100.39679850793286,1939978
2025-04-09,100.09666088628715,100.7987416740667,99.79576912009591,100.29725539708132,1414132
2025-04-10,101.60139496110953,102.31402999590689,101.29597994619638,101.80500497105164,3555910
2025-04-11,99.72591092566827,100.42539126282225,99.42613363831656,99.92576245056941,1771517
2025-04-14,101.2984609147606,102.00897116165771,100.99395652323327,101.50146384244549,1362791
2025-04-15,103.79514102727214,104.52316305852554,103.4831315853064,104.00314732191597,3773576
2025-04-16,101.80592513022418,102.51999474536602,101.49989529516338,102.00994502026471,2289486
2025-04-17,100.8422933059939,101.54960398048483,100.5391601597835,101.04438207013418,3402083
2025-04-18,100.35530786500682,101.05920280995174,100.05363860288756,100.55642070641966,4216443
2025-04-21,99.87034396281418,100.57083735734292,99.57013250801613,100.07048493267953,2783575
2025-04-22,100.56983176503232,101.27523138663074,100.26751764149014,100.77137451406044,4273075
2025-04-23,97.02056482250596,97.70106978619086,96.72891983806956,97.21499481213021,2702377
2025-04-24,98.24815097341586,98.93726626080453,97.95281585024928,98.44504105552691,4337254
2025-04-25,97.8928486379418,98.57947182478107,97.59858155786783,98.08902669132445,3983494
2025-04-28,96.74718442193947,97.4257718878248,96.45636122227431,96.94106655504956,3988915
2025-04-29,97.36047165694326,98.04336073670136,97.0678049084755,97.55558282258843,2965328
2025-04-30,96.7900412896947,97.46892935485286,96.49908926176975,96.98400930831131,4193707
2025-05-01,98.26020371792013,98.94940354359692,97.96483236405865,98.45711795382779,3878743
2025-05-02,97.9790544855381,98.66628232261101,97.68452826964972,98.17540529613036,1066337
2025-05-05,99.19738812352243,99.89316138691386,98.89919958206895,99.39618048449141,1045712
2025-05-06,101.48447595426727,102.19629091587034,101.17941239929452,101.68785165758243,3927496
2025-05-07,104.30194376627517,105.03352052615885,103.98841086918216,104.51096569767051,1401424
2025-05-08,103.52033925505759,104.2464338189708,103.20915587052335,103.72779484474708,3530397
2025-05-09,100.88232020569853,101.58991162998699,100.57906673814634,101.08448918406667,1742797
2025-05-12,99.6805594037303,100.379721644037,99.38091844359884,99.88032004381793,4877306
2025-05-13,100.35209349174859,101.0559658909893,100.05043389207398,100.55319989153165,3369561
2025-05-14,100.50202814349782,101.2069521885925,100.19991783845725,100.70343501352488,1962050
2025-05-15,101.92149592364203,102.63637615557137,101.61511868138659,102.12574741847898,3327097
2025-05-16,102.074301731148,102.79025374729832,101.76746515279785,102.27885945004809,2151118
2025-05-19,102.48029892003005,103.1990986118539,102.1722419092484,102.68567026055115,4475337
2025-05-20,103.72678433463963,104.45432691013308,103.41498037371386,103.93465364192348,4480607
2025-05-21,102.1503587786645,102.86684426107996,101.843293571915,102.35506891649749,4547431
2025-05-22,102.24284758471758,102.95998178621359,101.935504355505,102.4477430708593,4109767
2025-05-23,101.53551291973507,102.24768585604582,101.23029594703046,101.73899090153814,4231937
2025-05-26,98.07370940526323,98.76160115459872,97.778898655548,98.27024990507337,3244139
2025-05-27,95.48953097294402,96.15929722225323,95.20248829466864,95.68089275846094,2324830
2025-05-28,96.93825090102519,97.61817851255542,96.64685335322652,97.13251593289097,1340884
2025-05-29,95.58472785383948,96.25516181674215,95.29739901259548,95.77628041466882,1235842
2025-05-30,95.96984865087845,96.64298386185654,95.68136213188782,96.16217299687219,3631030
2025-06-02,94.59573480316466,95.2592319410626,94.31137888692268,94.78530541399265,4540294
2025-06-03,93.61634264861353,94.2729703024615,93.33493079696439,93.80395054971295,3541533
2025-06-04,94.56136726241972,95.22462334542266,94.27711465541846,94.75086900042056,4722548
2025-06-05,94.6280854720713,95.2918095184686,94.3436323093296,94.81772091389911,1546180
2025-06-06,94.14764102157025,94.80799521711232,93.86463208062365,94.33631364886799,1097894
2025-06-09,96.15661269887494,96.83105787812555,95.86756476491038,96.34931132151797,4487250
2025-06-10,96.3783061073134,97.05430625035066,96.08859176029743,96.57144900532406,1015280
2025-06-11,96.83539284839759,97.51459901066089,96.54430449314188,97.02945175190139,4793271
2025-06-12,97.95832242735413,98.64540484918926,97.66385853228192,98.1546316907356,1711152
2025-06-13,96.1512321035806,96.82563954318485,95.86220034375019,96.34391994346753,2037175
2025-06-16,97.01516419089063,97.69563127439386,96.72353544081781,97.20958335760584,2443118
2025-06-17,95.06321440778892,95.72999046074935,94.77745324223444,95.2537218514919,3485494
2025-06-18,93.97879746348178,94.63796738557032,93.69629606830097,94.16713172693565,3823425
2025-06-19,91.5386732045217,92.18072802659749,91.2635068522035,91.7221174394005,2623056
2025-06-20,92.46064152737907,93.10916306113823,92.18270372719657,92.6459333941674,2824740
2025-06-23,92.99947253310191,93.65177344265271,92.71991500043727,93.185844221545,4464611
2025-06-24,93.33135456014249,93.98598329954227,93.050799386114,93.51839134282814,3644407
2025-06-25,92.83033307485216,93.4814476354974,92.55128397743276,93.01636580646509,4253987
2025-06-26,94.80915166689195,95.47414571665972,94.52415421699148,94.9991499668256,4255235
2025-06-27,97.91807542032753,98.60487554852621,97.62373250824237,98.1143040283843,1916067
2025-06-30,98.20951945246291,98.89836377727977,97.91430045611283,98.4063321166963,1705799
2025-07-01,99.79767265041656,100.49765632632126,99.49767964645739,99.99766798638933,3495611
2025-07-02,99.37235935141446,100.06935986790734,99.07364484434608,99.57150235612671,2239626
2025-07-03,97.31079906808411,97.99333974291034,97.01828163601571,97.50581068946303,3056514
2025-07-04,98.50590916457276,99.1968323751459,98.20979921718425,98.70331579616509,4883270
2025-07-07,98.80845071279414,99.50149595827465,98.51143132187391,99.00646364007429,4103974
2025-07-08,99.70487028662033,100.40420304414171,99.4051562476826,99.90467964591215,3163766
2025-07-09,97.27602287037413,97.95831962397395,96.98360997597422,97.47096479997408,3561205
2025-07-10,100.83532044508637,101.54258221173527,100.5322082593797,101.03739523555748,2971588
2025-07-11,99.59442944647428,100.29298756884432,99.29504739402996,99.79401748143715,3921653
2025-07-14,99.70320769193945,100.40252878797509,99.40349865078132,99.90301371937821,3204588
2025-07-15,101.7602129845351,102.47396197340457,101.45432056073389,101.96414126706924,1770817
2025-07-16,100.71919565770347,101.42564292183565,100.41643254450396,100.92103773316981,3189451
2025-07-17,98.87889446882133,99.57243380878299,98.58166332312346,99.07704856595323,3126446
2025-07-18,95.83020636326444,96.5023621193194,95.54213961066947,96.02225086499443,3898659
