date,open,high,low,close,volume,amount,turn,pct_change,windcode,ma_5,ma_5_bias,ma_10,ma_10_bias,ma_20,ma_20_bias,ma_60,ma_60_bias,rsi,macd,macd_signal,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,return_1d,return_3d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,volume_ma_5,volume_ratio_5,volume_ma_10,volume_ratio_10,volume_ma_20,volume_ratio_20,future_return_5d,target_5d
2020-03-24,103.81913316870546,104.4868161316775,103.486134657495,103.53965525640037,4715153,379400447,2.3540260364567342,0.9476574346749851,AUDUSD.FXCM,100.08969771469852,3.44686578186679,96.9407260745622,6.8071794477406495,95.46035777195289,8.463510584936493,91.34276034632514,13.35288627564005,68.48962800364029,2.668975672478254,1.8310016565659792,0.8379740159122748,95.46035777195289,102.13082625336727,88.7898892905385,0.13975368701947674,1.6449357393899522,4.768314237612414,10.767689188319075,10.745071322965426,12.884513903846218,24.645874901132753,29.123421832096106,30.849446344350767,2680704.0,1.7589234022107625,2857407.3,1.6501508202908282,2564446.75,1.8386628616874185,0.062397723597497734,1
2020-03-25,103.01292059736184,103.42173561080827,102.59675052795959,103.04744296388104,2201769,115182256,2.1843269745857183,4.153532900648573,AUDUSD.FXCM,101.23253840038751,1.7928075223357043,97.86028505890407,5.300575102407188,95.96211921210114,7.383459025242549,91.39084213548868,12.7546705512476,63.634978505417926,2.9143927273466517,2.0476798707221135,0.8667128566245381,95.96211921210114,103.33043152447527,88.59380689972701,0.15356710278747077,-0.4753852920414303,4.210140617389624,5.870762604551638,9.79798431003369,10.78915161142544,22.025420505659365,29.972768387582878,30.94068675506257,2786053.6,0.7902823549410535,2808617.8,0.7839332927392257,2624088.65,0.8390604486628148,0.06641692965006363,1
2020-03-26,106.35912330018478,106.54906447023805,104.30755644597092,106.05270333430195,3592130,445154760,1.0821522073797403,-2.28239376684755,AUDUSD.FXCM,102.67762688643407,3.287061213053614,98.94483438530726,7.183668549401473,96.58472683989687,9.802767791743737,91.52016781665158,15.879052523990522,72.05391295822245,3.313194463959775,2.300782789369646,1.0124116745901288,96.58472683989687,105.12413643832942,88.04531724146433,0.17682732825010408,2.9163851949963293,4.111996400889639,7.311183537957566,11.391462113034478,13.303503507577453,25.444334157830784,31.516908143198364,32.08053366799771,2780996.4,1.2916701366459877,2811835.6,1.2775035638641177,2575788.8,1.3945747415316039,0.03529226871930735,1
2020-03-27,106.50939907694598,107.6565158057572,104.89670471283893,106.23036407113757,2491391,190295097,4.878661152783909,-1.6435632033064687,AUDUSD.FXCM,104.14684452066089,2.000559460122046,100.14423117903337,6.077367433400819,97.37838628863871,9.0902900734674,91.68865963525339,15.859872413592402,80.64298647894117,3.6020611316069875,2.5610384578171144,1.0410226737898731,97.37838628863871,106.416728158491,88.34004441878642,0.18563342881985725,0.167521176971408,2.5987229801703204,7.42897503599349,12.727532492033934,17.567159395941268,25.080109742516033,29.795332828648746,28.27186482578068,3009474.6,0.8278491534701772,2694933.6,0.9244721279960293,2623854.65,0.9495156296100472,0.013378956017644716,1
2020-03-30,108.70334287271558,109.06154971366179,107.55875308713395,108.98443932010304,3709139,118361644,4.844986421311112,-4.626657656886763,AUDUSD.FXCM,105.57092098916478,3.233388795849005,101.82380390378495,7.032378620508319,98.23052668236976,10.947627994000538,91.94624868870306,18.530598990596296,84.40527710704711,4.007030351115773,2.8502368364768467,1.1567935146389265,98.23052668236976,108.26892151709313,88.19213184764638,0.20438442455231284,2.592549948450884,5.761420356934965,6.990083208728293,18.21885442362119,18.536551512822342,23.56298422448286,23.54438279750984,28.788516364564682,3341916.4,1.1098838379080938,2998320.4,1.237072262190525,2687999.25,1.3798884058468395,-0.015317974174969717,0
2020-03-31,110.4117989195622,111.70515293319224,108.90895028587364,110.00029404646943,3038724,69981514,3.1692587789183384,1.6278070004138927,AUDUSD.FXCM,106.8630487471786,2.935762488597041,103.47637323093856,6.30474436997399,99.00596129735177,11.104717943293924,92.22746899903558,19.270641643239397,84.84794443319942,4.359686608377061,3.1521267908568893,1.2075598175201714,99.00596129735177,110.16204435703133,87.84987823767221,0.22536184515543842,0.9321098798175109,3.722291453263371,6.239772359749773,17.679340841825343,16.412773212578614,23.580884917112847,23.823861475441156,27.901562503782678,3006630.6,1.010674207865775,2843667.3,1.0685933618183816,2755005.8,1.1029827958982883,-0.020241823128267167,0
2020-04-01,109.41064081054115,110.45790995153865,108.20227135957695,109.89153773383208,4871855,137066830,2.621286544659301,-2.393985410090987,AUDUSD.FXCM,108.23186770116881,1.5334393353034121,104.73220305077817,4.926216132923768,99.73275412606081,10.186005286618986,92.52746427057896,18.76639936059978,83.4902908630816,4.577625490312954,3.4372265307481022,1.1403989595648518,99.73275412606081,111.74838492683324,87.71712332528838,0.2409565624866799,-0.09886911083293315,3.446447439681921,6.641692965006363,12.90237359645674,15.243828576761675,21.964912796489028,20.773611572478668,28.066873720391804,3540647.8,1.375978429709953,3163350.7,1.5400932308896385,2957149.9,1.6474832743514287,0.011863592517373789,1
2020-04-02,109.94961127571096,111.80342165161565,107.91920889651823,109.79554383878512,911150,337590725,2.612086130530327,-3.6087988325484717,AUDUSD.FXCM,108.98043580206544,0.7479397845317023,105.82903134424976,3.7480381745465983,100.35008957968876,9.412502070160745,92.86195928330022,18.235222136358846,86.96033314802217,4.6885510216799275,3.6874914289344676,1.00105959274546,100.35008957968876,113.11685943643135,87.58331972294616,0.25444461305845495,-0.08735330947817754,0.74423883238941,3.529226871930735,11.098438663966093,12.669940181612294,18.060111609957406,21.680126923671377,27.649300516262198,3004451.8,0.3032666391918819,2892724.1,0.3149799180640836,2947646.2,0.30911104595931493,0.01363690680119034,1
2020-04-03,107.91655686416732,107.7530620131406,107.35962599845648,107.6516154397837,4060252,234292065,0.9874472010451201,1.9767626814458117,AUDUSD.FXCM,109.26468607579469,-1.4762964082393775,106.70576529822779,0.8864095945635071,100.92188946461924,6.668252061931257,93.21037862091579,15.493163993679335,86.56451549429562,4.55100208113052,3.8601935593736783,0.6908085217568414,100.92188946461924,113.93106663076202,87.91271229847646,0.2578068491415528,-1.9526552026094879,-2.135156662120874,1.3378956017644716,8.8662625680207,11.88580187612931,26.368333648402135,26.18056480412601,28.366628783698104,3318224.0,1.2236220339555135,3163849.3,1.283326611036752,3044878.9,1.3334691241743637,0.049246535746723996,1
2020-04-06,107.74882906379487,109.10408092550465,105.83034409681827,107.31501849312414,1872932,397210914,1.7837850722362436,2.85408260310438,AUDUSD.FXCM,108.9308019103989,-1.4833117804492244,107.25086144978184,0.05981960655145493,101.59349557084178,5.631780745542619,93.57098450479353,14.688350305458764,84.26627408850653,4.364521507107511,3.9610591489204454,0.403462358187066,101.59349557084178,114.45868613990889,88.72830500177467,0.25326799706573994,-0.312672452971996,-2.344602044743893,-1.5317974174969717,5.351211877159123,14.307315436566226,16.526119857840087,23.750605058206403,26.318321742243846,2950982.6,0.6346808008966234,3146449.5,0.5952525219298769,2935020.35,0.6381325431014473,0.04980991569121751,1
2020-04-07,107.74416869291822,108.2044155021283,106.13934518001943,107.77368755032342,3214784,59484819,4.237969600389233,-1.4633702801536337,AUDUSD.FXCM,108.48548061116969,-0.6561182720823834,107.67426467917414,0.09233670779690246,102.30749537686818,5.34290489012514,93.90448289533042,14.76948088884335,81.08122842645031,4.2052693410585675,4.00990118734807,0.19536815371049787,102.30749537686818,114.86120643327895,89.7537843204574,0.24541136522142215,0.4274043499593372,-1.8414739048339124,-2.0241823128267167,4.089285678456345,15.273753664171718,14.399660556925367,22.926188982797896,26.02029292272965,2986194.6,1.0765487286059656,2996412.6,1.0728776137171496,2926909.95,1.0983542558253285,0.06772627619385818,1
